InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category
INV1330,ELE713,Bluetooth Speaker,1,04/30/2024,65.52,10020,Australia,Electronics
INV1331,GRO374,Coffee Beans,1,04/30/2024,169.5,10047,Germany,Groceries
INV1332,GRO862,Olive Oil,4,05-01-2024,167.58,10019,Canada,Groceries
INV1333,GRO497,Organic Honey,5,05-01-2024,112.73,10007,USA,Groceries
INV1334,ELE419,Wireless Mouse,1,05-02-2024,99.07,10006,USA,Electronics
INV1335,ELE920,Smartphone,3,05-02-2024,53.01,10066,USA,Electronics
INV1336,GRO875,Organic Honey,2,05-02-2024,136.88,10016,USA,Groceries
INV1337,GRO161,Green Tea,1,05-03-2024,64.21,10032,Canada,Groceries
INV1338,GRO675,Pasta,2,05-03-2024,118.94,10047,Germany,Groceries
INV1339,CLO968,Jeans,3,05-03-2024,102.79,10075,Germany,Clothing
INV1340,CLO544,Women's Summer Dress,1,05-04-2024,137.15,10058,USA,Clothing
INV1341,ELE107,Wireless Mouse,5,05-04-2024,141.95,10085,Canada,Electronics
INV1342,ELE273,Laptop Charger,1,05-04-2024,74.75,10021,Canada,Electronics
INV1343,CLO918,T-Shirt,4,05-05-2024,159.87,10029,Australia,Clothing
INV1344,GRO639,Organic Honey,4,05-05-2024,83.06,10037,Germany,Groceries
INV1345,GRO293,Organic Honey,2,05-06-2024,99.85,10050,USA,Groceries
INV1346,CLO821,Women's Summer Dress,1,05-06-2024,17.56,10053,UK,Clothing
INV1347,GRO479,Pasta,2,05-06-2024,194.59,10007,Germany,Groceries
INV1348,CLO966,Women's Summer Dress,3,05-07-2024,95.02,10026,Canada,Clothing
INV1349,CLO800,T-Shirt,1,05-07-2024,11.46,10026,Australia,Clothing
INV1350,CLO906,Pleated Skirt,5,05-07-2024,93.32,10097,UK,Clothing
INV1351,GRO876,Olive Oil,5,05-08-2024,64.07,10020,USA,Groceries
INV1352,CLO670,Men's Shirt,1,05-08-2024,15.64,10029,Australia,Clothing
INV1353,ELE432,Smartphone,5,05-08-2024,84.97,10096,Canada,Electronics
INV1354,GRO683,Organic Honey,5,05-09-2024,145.67,10027,Canada,Groceries
INV1355,CLO400,Women's Summer Dress,2,05-09-2024,191.46,10063,UK,Clothing
INV1356,CLO958,Women's Summer Dress,5,05-10-2024,167.62,10096,USA,Clothing
INV1357,GRO949,Organic Honey,2,05-10-2024,31.75,10068,USA,Groceries
INV1358,GRO693,Organic Honey,5,05-10-2024,32.99,10060,Canada,Groceries
INV1359,CLO431,Women's Summer Dress,2,05-11-2024,71.01,10047,USA,Clothing
INV1360,GRO896,Coffee Beans,1,05-11-2024,132.83,10018,Australia,Groceries
INV1361,GRO365,Green Tea,2,05-11-2024,36.39,10003,USA,Groceries
INV1362,CLO870,Jeans,4,05-12-2024,131.2,10034,Germany,Clothing
INV1363,ELE777,Headphones,3,05-12-2024,111.45,10063,UK,Electronics
INV1364,CLO367,Women's Summer Dress,3,05-12-2024,95.28,10048,Germany,Clothing
INV1365,GRO456,Coffee Beans,5,05/13/2024,163.52,10016,USA,Groceries
INV1366,GRO393,Olive Oil,4,05/13/2024,83.6,10043,Australia,Groceries
INV1367,ELE710,Laptop Charger,5,05/14/2024,62.32,10091,Germany,Electronics
INV1368,ELE129,Bluetooth Speaker,4,05/14/2024,52.99,10029,Australia,Electronics
INV1369,GRO271,Organic Honey,1,05/14/2024,91.89,10092,Australia,Groceries
INV1370,ELE924,Smartphone,4,05/15/2024,84.67,10045,UK,Electronics
INV1371,CLO520,Jeans,1,05/15/2024,75.72,10005,Canada,Clothing
INV1372,GRO301,Green Tea,4,05/15/2024,81.99,10098,Australia,Groceries
INV1373,GRO225,Pasta,3,05/16/2024,69.13,10036,Germany,Groceries
INV1374,ELE539,Laptop Charger,4,05/16/2024,116.34,10023,Canada,Electronics
INV1375,CLO533,T-Shirt,5,05/17/2024,53.41,10092,Australia,Clothing
INV1376,GRO656,Pasta,4,05/17/2024,28.87,10045,Australia,Groceries
INV1377,GRO662,Coffee Beans,2,05/17/2024,69.51,10052,Germany,Groceries
INV1378,GRO641,Green Tea,2,05/18/2024,181.02,10094,Germany,Groceries
INV1379,CLO223,Pleated Skirt,5,05/18/2024,100.06,10098,Canada,Clothing
INV1380,ELE300,Laptop Charger,1,05/18/2024,26.76,10059,Australia,Electronics
INV1381,GRO208,Organic Honey,4,05/19/2024,196.22,10096,USA,Groceries
INV1382,CLO773,T-Shirt,5,05/19/2024,154.76,10062,Australia,Clothing
INV1383,GRO998,Pasta,2,05/19/2024,167.09,10084,Germany,Groceries
INV1384,GRO596,Coffee Beans,5,05/20/2024,75.07,10031,Canada,Groceries
INV1385,CLO238,Jeans,4,05/20/2024,75.98,10086,Canada,Clothing
INV1386,GRO582,Green Tea,5,05/21/2024,128.98,10032,Australia,Groceries
INV1387,GRO372,Green Tea,3,05/21/2024,177.26,10066,USA,Groceries
INV1388,ELE264,Smartphone,5,05/21/2024,38.12,10017,Germany,Electronics
INV1389,CLO263,T-Shirt,3,05/22/2024,35.15,10024,Australia,Clothing
INV1390,CLO366,Pleated Skirt,5,05/22/2024,97.11,10094,Germany,Clothing
INV1391,ELE586,Smartphone,4,05/22/2024,20.97,10053,Canada,Electronics
INV1392,CLO623,Pleated Skirt,1,05/23/2024,190.33,10057,UK,Clothing
INV1393,ELE327,Bluetooth Speaker,3,05/23/2024,48.61,10066,Australia,Electronics
INV1394,GRO598,Olive Oil,2,05/23/2024,147.89,10045,Germany,Groceries
INV1395,ELE181,Smartphone,4,05/24/2024,167.23,10023,Canada,Electronics
INV1396,GRO262,Green Tea,1,05/24/2024,21.3,10031,Germany,Groceries
INV1397,CLO980,Women's Summer Dress,1,05/25/2024,179.69,10046,Australia,Clothing
INV1398,GRO542,Pasta,5,05/25/2024,106.98,10085,Germany,Groceries
INV1399,GRO579,Coffee Beans,5,05/25/2024,15.8,10022,Australia,Groceries
INV1400,ELE909,Bluetooth Speaker,5,05/26/2024,78.16,10065,UK,Electronics
INV1401,CLO795,Men's Shirt,1,05/26/2024,160.74,10026,Australia,Clothing
INV1402,GRO363,Coffee Beans,2,05/26/2024,167.41,10001,Australia,Groceries
INV1403,CLO124,Jeans,5,05/27/2024,150.69,10089,Germany,Clothing
INV1404,CLO287,T-Shirt,1,05/27/2024,155.56,10016,Canada,Clothing
INV1405,GRO802,Coffee Beans,1,05/27/2024,147.4,10032,Canada,Groceries
INV1406,ELE454,Smartphone,3,05/28/2024,130.1,10008,Germany,Electronics
INV1407,CLO144,Pleated Skirt,5,05/28/2024,29.18,10042,UK,Clothing
INV1408,CLO845,Pleated Skirt,4,05/29/2024,144.35,10047,Canada,Clothing
INV1409,ELE573,Bluetooth Speaker,5,05/29/2024,136.7,10038,Canada,Electronics
INV1410,ELE314,Smartphone,3,05/29/2024,14.19,10092,Germany,Electronics
INV1411,GRO332,Olive Oil,5,05/30/2024,16.4,10041,Australia,Groceries
INV1412,CLO412,Men's Shirt,1,05/30/2024,33.35,10025,USA,Clothing
INV1413,GRO109,Coffee Beans,4,05/30/2024,128.71,10098,Canada,Groceries
INV1414,ELE511,Bluetooth Speaker,4,05/31/2024,67.61,10049,Canada,Electronics
INV1415,CLO570,Men's Shirt,2,05/31/2024,86.27,10024,UK,Clothing
INV1416,ELE738,Bluetooth Speaker,3,05/31/2024,61.59,10023,USA,Electronics
INV1417,GRO340,Olive Oil,2,06-01-2024,158.77,10012,UK,Groceries
INV1418,ELE442,Wireless Mouse,2,06-01-2024,98.72,10059,Germany,Electronics
INV1419,CLO767,T-Shirt,3,06-02-2024,167.08,10006,Australia,Clothing
INV1420,GRO773,Olive Oil,4,06-02-2024,118.64,10056,UK,Groceries
INV1421,GRO240,Pasta,3,06-02-2024,182.89,10035,Canada,Groceries
INV1422,GRO500,Green Tea,2,06-03-2024,18.04,10044,Germany,Groceries
INV1423,CLO828,Jeans,2,06-03-2024,36.43,10019,Germany,Clothing
INV1424,CLO112,Men's Shirt,5,06-03-2024,193.55,10064,Canada,Clothing
INV1425,GRO551,Olive Oil,1,06-04-2024,66.63,10007,Germany,Groceries
INV1426,GRO751,Pasta,5,06-04-2024,19.16,10015,Germany,Groceries
INV1427,ELE652,Laptop Charger,3,06-05-2024,96.96,10013,UK,Electronics
INV1428,ELE335,Smartphone,1,06-05-2024,19.95,10075,USA,Electronics
INV1429,CLO840,Pleated Skirt,5,06-05-2024,89,10086,UK,Clothing
INV1430,CLO265,Women's Summer Dress,3,06-06-2024,148.79,10014,USA,Clothing
INV1431,CLO848,T-Shirt,2,06-06-2024,85,10091,Canada,Clothing
INV1432,ELE127,Smartphone,4,06-06-2024,19.92,10097,Canada,Electronics
INV1433,ELE455,Wireless Mouse,5,06-07-2024,64.61,10065,Australia,Electronics
INV1434,CLO148,Women's Summer Dress,2,06-07-2024,113.32,10031,Germany,Clothing
INV1435,ELE776,Headphones,2,06-07-2024,13.67,10086,Canada,Electronics
INV1436,ELE774,Bluetooth Speaker,1,06-08-2024,149.88,10062,USA,Electronics
INV1437,ELE635,Laptop Charger,5,06-08-2024,98.18,10085,Canada,Electronics
INV1438,ELE957,Laptop Charger,1,06-09-2024,69.25,10050,Canada,Electronics
INV1439,GRO203,Olive Oil,4,06-09-2024,195.44,10024,Australia,Groceries
INV1440,ELE781,Headphones,3,06-09-2024,82.69,10057,USA,Electronics
INV1441,ELE233,Headphones,5,06-10-2024,74.94,10062,UK,Electronics
INV1442,GRO924,Organic Honey,4,06-10-2024,10.26,10061,Australia,Groceries
INV1443,CLO746,Jeans,4,06-10-2024,170.94,10021,USA,Clothing
INV1444,GRO828,Olive Oil,5,06-11-2024,85.62,10057,Canada,Groceries
INV1445,GRO588,Green Tea,5,06-11-2024,56.85,10057,Canada,Groceries
INV1446,CLO570,Jeans,4,06-11-2024,20.99,10085,UK,Clothing
INV1447,CLO923,T-Shirt,4,06-12-2024,113.45,10048,Canada,Clothing
INV1448,ELE628,Wireless Mouse,3,06-12-2024,147.87,10051,UK,Electronics
INV1449,CLO124,Pleated Skirt,2,06/13/2024,69.88,10041,Australia,Clothing
INV1450,GRO792,Green Tea,4,06/13/2024,83.75,10069,Canada,Groceries
INV1451,GRO932,Pasta,1,06/13/2024,190.01,10014,Canada,Groceries
INV1452,CLO785,Women's Summer Dress,2,06/14/2024,141.12,10053,UK,Clothing
INV1453,CLO919,Jeans,1,06/14/2024,95.06,10059,USA,Clothing
INV1454,ELE837,Smartphone,5,06/14/2024,190.32,10096,Germany,Electronics
INV1455,ELE689,Bluetooth Speaker,2,06/15/2024,44.26,10007,Australia,Electronics
INV1456,ELE619,Headphones,4,06/15/2024,180.56,10052,Canada,Electronics
INV1457,CLO851,Women's Summer Dress,3,06/15/2024,160.7,10059,Australia,Clothing
INV1458,GRO591,Organic Honey,1,06/16/2024,47.42,10004,Australia,Groceries
INV1459,GRO545,Coffee Beans,1,06/16/2024,51.63,10067,Germany,Groceries
INV1460,CLO118,Pleated Skirt,2,06/17/2024,196.42,10005,Canada,Clothing
INV1461,GRO670,Green Tea,5,06/17/2024,189.3,10095,Australia,Groceries
INV1462,GRO947,Green Tea,2,06/17/2024,193.74,10093,Germany,Groceries
INV1463,ELE594,Laptop Charger,1,06/18/2024,97.06,10046,USA,Electronics
INV1464,GRO699,Organic Honey,2,06/18/2024,156.61,10098,Canada,Groceries
INV1465,CLO173,T-Shirt,4,06/18/2024,77.84,10054,Canada,Clothing
INV1466,ELE827,Smartphone,2,06/19/2024,71.12,10039,UK,Electronics
INV1467,GRO889,Pasta,5,06/19/2024,56.7,10051,Germany,Groceries
INV1468,GRO752,Organic Honey,5,06/19/2024,32.52,10015,USA,Groceries
INV1469,ELE645,Smartphone,3,06/20/2024,103.99,10012,USA,Electronics
INV1470,CLO934,Women's Summer Dress,4,06/20/2024,27.24,10029,Australia,Clothing
INV1471,GRO458,Olive Oil,3,06/21/2024,62.35,10018,USA,Groceries
INV1472,ELE215,Headphones,5,06/21/2024,117.17,10016,Australia,Electronics
INV1473,ELE213,Laptop Charger,1,06/21/2024,46.4,10062,Germany,Electronics
INV1474,GRO414,Coffee Beans,3,06/22/2024,152.84,10018,Germany,Groceries
INV1475,ELE500,Wireless Mouse,2,06/22/2024,139.11,10091,USA,Electronics
INV1476,CLO808,Jeans,3,06/22/2024,117.03,10057,Germany,Clothing
INV1477,GRO381,Organic Honey,3,06/23/2024,63.67,10054,Canada,Groceries
INV1478,GRO651,Coffee Beans,5,06/23/2024,89.7,10089,Canada,Groceries
INV1479,GRO183,Coffee Beans,2,06/24/2024,48.89,10089,Germany,Groceries
INV1480,CLO211,Men's Shirt,4,06/24/2024,130.85,10061,Australia,Clothing
INV1481,ELE520,Smartphone,1,06/24/2024,87.79,10022,Australia,Electronics
INV1482,GRO263,Green Tea,2,06/25/2024,157.04,10008,UK,Groceries
INV1483,GRO532,Coffee Beans,5,06/25/2024,63.67,10011,Germany,Groceries
INV1484,CLO929,T-Shirt,1,06/25/2024,10,10000,USA,Clothing
INV1485,ELE924,Headphones,2,06/26/2024,48.11,10057,Germany,Electronics
INV1486,CLO614,Jeans,3,06/26/2024,19.86,10000,Canada,Clothing
INV1487,ELE610,Smartphone,4,06/26/2024,150.96,10033,Germany,Electronics
INV1488,CLO405,Pleated Skirt,5,06/27/2024,145.4,10095,Australia,Clothing
INV1489,GRO481,Olive Oil,3,06/27/2024,199.91,10047,Canada,Groceries
INV1490,GRO409,Green Tea,5,06/28/2024,38.42,10088,Australia,Groceries
INV1491,GRO301,Coffee Beans,3,06/28/2024,61.11,10000,USA,Groceries
INV1492,CLO579,Men's Shirt,2,06/28/2024,101.55,10015,USA,Clothing
INV1493,GRO734,Olive Oil,5,06/29/2024,116.42,10060,USA,Groceries
INV1494,CLO662,Women's Summer Dress,4,06/29/2024,194.76,10063,UK,Clothing
INV1495,GRO297,Pasta,1,06/29/2024,33.19,10062,UK,Groceries
INV1496,GRO737,Green Tea,1,06/30/2024,62.07,10068,Australia,Groceries
INV1497,CLO172,T-Shirt,5,06/30/2024,50.54,10021,Canada,Clothing
INV1498,CLO436,Men's Shirt,1,06/30/2024,148.14,10092,Germany,Clothing
INV1499,GRO948,Olive Oil,3,07-01-2024,101.68,10066,Canada,Groceries
INV1500,ELE950,Wireless Mouse,3,07-01-2024,169.41,10075,UK,Electronics
INV1501,CLO800,Pleated Skirt,4,07-02-2024,116.21,10025,Germany,Clothing
INV1502,GRO267,Olive Oil,3,07-02-2024,91.62,10015,Germany,Groceries
INV1503,GRO339,Green Tea,3,07-02-2024,190.97,10050,Australia,Groceries
INV1504,GRO188,Coffee Beans,4,07-03-2024,138.66,10085,Canada,Groceries
INV1505,GRO475,Coffee Beans,3,07-03-2024,105.29,10056,Australia,Groceries
INV1506,ELE278,Smartphone,2,07-03-2024,57.03,10028,Canada,Electronics
INV1507,CLO111,Women's Summer Dress,5,07-04-2024,68.29,10077,Australia,Clothing
INV1508,CLO616,Women's Summer Dress,1,07-04-2024,176.82,10091,Germany,Clothing
INV1509,ELE132,Smartphone,2,07-04-2024,92.23,10068,Australia,Electronics
INV1510,ELE990,Headphones,2,07-05-2024,49.03,10046,Canada,Electronics
INV1511,CLO183,T-Shirt,3,07-05-2024,159.2,10093,Germany,Clothing
INV1512,CLO930,Pleated Skirt,2,07-06-2024,183.8,10061,UK,Clothing
INV1513,ELE301,Headphones,1,07-06-2024,29.59,10068,UK,Electronics
INV1514,CLO417,Jeans,1,07-06-2024,150.2,10075,UK,Clothing
INV1515,CLO830,Women's Summer Dress,1,07-07-2024,85.55,10015,Australia,Clothing
INV1516,GRO197,Coffee Beans,1,07-07-2024,150.63,10089,UK,Groceries
INV1517,ELE538,Bluetooth Speaker,3,07-07-2024,24.36,10089,Canada,Electronics
INV1518,GRO247,Olive Oil,4,07-08-2024,97.02,10047,Australia,Groceries
INV1519,GRO513,Coffee Beans,5,07-08-2024,12.87,10084,Australia,Groceries
INV1520,ELE877,Smartphone,1,07-08-2024,144.26,10038,USA,Electronics
INV1521,GRO158,Organic Honey,4,07-09-2024,10.38,10099,Canada,Groceries
INV1522,CLO253,Men's Shirt,1,07-09-2024,39.42,10032,Australia,Clothing
INV1523,ELE659,Smartphone,5,07-10-2024,48.5,10093,Canada,Electronics
INV1524,ELE383,Wireless Mouse,1,07-10-2024,12.93,10022,Canada,Electronics
INV1525,GRO236,Olive Oil,4,07-10-2024,188.53,10009,UK,Groceries
INV1526,CLO145,T-Shirt,2,07-11-2024,150.49,10068,USA,Clothing
INV1527,ELE894,Bluetooth Speaker,2,07-11-2024,27.6,10099,Australia,Electronics
INV1528,CLO466,Women's Summer Dress,4,07-11-2024,92.54,10033,USA,Clothing
INV1529,GRO347,Coffee Beans,4,07-12-2024,126.53,10051,USA,Groceries
INV1530,CLO311,Pleated Skirt,5,07-12-2024,27.36,10094,USA,Clothing
INV1531,CLO146,Jeans,1,07/13/2024,50.74,10009,Germany,Clothing
INV1532,GRO395,Coffee Beans,3,07/13/2024,97.2,10018,Australia,Groceries
INV1533,ELE260,Bluetooth Speaker,3,07/13/2024,123.01,10057,UK,Electronics
INV1534,ELE263,Smartphone,3,07/14/2024,63.83,10095,Australia,Electronics
INV1535,ELE987,Wireless Mouse,3,07/14/2024,109.08,10000,Australia,Electronics
INV1536,ELE820,Bluetooth Speaker,1,07/14/2024,49.18,10068,Australia,Electronics
INV1537,CLO895,Women's Summer Dress,1,07/15/2024,180.12,10003,USA,Clothing
INV1538,ELE952,Smartphone,2,07/15/2024,129.75,10015,Australia,Electronics
INV1539,GRO841,Organic Honey,2,07/15/2024,104.89,10023,UK,Groceries
INV1540,GRO434,Green Tea,4,07/16/2024,89.68,10079,Australia,Groceries
INV1541,ELE304,Wireless Mouse,4,07/16/2024,122.14,10001,Germany,Electronics
INV1542,GRO306,Organic Honey,1,07/17/2024,155.24,10091,UK,Groceries
INV1543,CLO713,Women's Summer Dress,5,07/17/2024,40.49,10031,Germany,Clothing
INV1544,CLO959,Pleated Skirt,5,07/17/2024,151.89,10090,Australia,Clothing
INV1545,CLO694,Jeans,3,07/18/2024,163.11,10083,USA,Clothing
INV1546,GRO634,Coffee Beans,1,07/18/2024,77.81,10023,UK,Groceries
INV1547,CLO410,T-Shirt,5,07/18/2024,72.08,10011,UK,Clothing
INV1548,CLO413,Pleated Skirt,1,07/19/2024,70.54,10049,Germany,Clothing
INV1549,CLO208,Men's Shirt,3,07/19/2024,76.29,10034,USA,Clothing
INV1550,ELE525,Headphones,1,07/19/2024,75.51,10032,Australia,Electronics
INV1551,ELE994,Wireless Mouse,1,07/20/2024,40.47,10032,Germany,Electronics
INV1552,GRO771,Green Tea,4,07/20/2024,53.62,10060,Germany,Groceries
INV1553,CLO549,T-Shirt,5,07/21/2024,149.16,10050,UK,Clothing
INV1554,ELE513,Wireless Mouse,1,07/21/2024,88.7,10042,UK,Electronics
INV1555,GRO749,Coffee Beans,4,07/21/2024,120.61,10011,UK,Groceries
INV1556,CLO639,Pleated Skirt,3,07/22/2024,56.62,10066,Australia,Clothing
INV1557,ELE763,Laptop Charger,3,07/22/2024,115.81,10064,USA,Electronics
INV1558,ELE118,Wireless Mouse,3,07/22/2024,142.32,10032,UK,Electronics
INV1559,CLO453,T-Shirt,3,07/23/2024,113.87,10039,USA,Clothing
INV1560,ELE338,Headphones,5,07/23/2024,142.36,10073,Germany,Electronics
INV1561,CLO394,T-Shirt,2,07/23/2024,107.33,10042,Germany,Clothing
INV1562,CLO404,Pleated Skirt,3,07/24/2024,48.82,10043,USA,Clothing
INV1563,GRO292,Green Tea,1,07/24/2024,126.15,10028,Australia,Groceries
INV1564,CLO864,Men's Shirt,3,07/25/2024,116.53,10012,Germany,Clothing
INV1565,GRO479,Coffee Beans,1,07/25/2024,148.95,10011,USA,Groceries
INV1566,CLO604,T-Shirt,1,07/25/2024,102.17,10094,Australia,Clothing
INV1567,ELE298,Wireless Mouse,5,07/26/2024,44.85,10045,UK,Electronics
INV1568,CLO882,T-Shirt,3,07/26/2024,12.54,10001,USA,Clothing
INV1569,ELE483,Smartphone,2,07/26/2024,22.72,10034,Canada,Electronics
INV1570,GRO971,Olive Oil,4,07/27/2024,171.11,10086,Canada,Groceries
INV1571,CLO784,Women's Summer Dress,2,07/27/2024,81.34,10080,Germany,Clothing
INV1572,ELE320,Laptop Charger,3,07/27/2024,18.14,10089,Australia,Electronics
INV1573,GRO793,Pasta,3,07/28/2024,144.26,10007,Canada,Groceries
INV1574,GRO983,Organic Honey,3,07/28/2024,134.78,10092,Australia,Groceries
INV1575,GRO997,Pasta,1,07/29/2024,80.92,10025,Canada,Groceries
INV1576,ELE603,Headphones,1,07/29/2024,120.39,10073,USA,Electronics
INV1577,ELE968,Bluetooth Speaker,5,07/29/2024,76.54,10089,UK,Electronics
INV1578,CLO584,Men's Shirt,3,07/30/2024,127.89,10033,Germany,Clothing
INV1579,GRO364,Organic Honey,4,07/30/2024,84.24,10006,UK,Groceries
INV1580,CLO888,Men's Shirt,2,07/30/2024,178.93,10067,Germany,Clothing
INV1581,CLO943,Pleated Skirt,2,07/31/2024,88.84,10057,Australia,Clothing
INV1582,ELE924,Smartphone,5,07/31/2024,50.83,10074,Canada,Electronics
INV1583,ELE494,Laptop Charger,1,08-01-2024,121.09,10028,UK,Electronics
INV1584,GRO890,Coffee Beans,2,08-01-2024,192.11,10035,USA,Groceries
INV1585,ELE338,Wireless Mouse,3,08-01-2024,188.42,10088,Germany,Electronics
INV1586,CLO255,T-Shirt,5,08-02-2024,141.98,10020,Germany,Clothing
INV1587,GRO889,Organic Honey,2,08-02-2024,135.77,10035,Canada,Groceries
INV1588,GRO968,Organic Honey,4,08-02-2024,79.99,10009,Canada,Groceries
INV1589,CLO674,T-Shirt,5,08-03-2024,177.05,10072,Australia,Clothing
INV1590,GRO927,Green Tea,2,08-03-2024,158.92,10023,USA,Groceries
INV1591,ELE603,Smartphone,5,08-03-2024,92.92,10063,Germany,Electronics
INV1592,ELE357,Bluetooth Speaker,3,08-04-2024,164.42,10098,Germany,Electronics
INV1593,ELE375,Smartphone,4,08-04-2024,72.06,10048,Australia,Electronics
INV1594,CLO550,Pleated Skirt,5,08-05-2024,98.51,10098,Germany,Clothing
INV1595,CLO902,Women's Summer Dress,4,08-05-2024,179.43,10035,Germany,Clothing
INV1596,GRO607,Pasta,5,08-05-2024,54.08,10081,UK,Groceries
INV1597,CLO794,Jeans,3,08-06-2024,11.02,10095,Australia,Clothing
INV1598,CLO224,T-Shirt,2,08-06-2024,84.21,10023,Canada,Clothing
INV1599,CLO482,T-Shirt,3,08-06-2024,94.04,10022,UK,Clothing
INV1600,CLO764,Men's Shirt,4,08-07-2024,118.2,10061,Australia,Clothing
INV1601,ELE794,Bluetooth Speaker,4,08-07-2024,110.26,10095,Australia,Electronics
INV1602,CLO760,Men's Shirt,4,08-07-2024,103.89,10036,USA,Clothing
INV1603,ELE777,Laptop Charger,1,08-08-2024,105.76,10011,Australia,Electronics
INV1604,CLO254,Pleated Skirt,2,08-08-2024,30.91,10054,Australia,Clothing
INV1605,CLO744,Jeans,1,08-09-2024,132.41,10012,USA,Clothing
INV1606,CLO950,Pleated Skirt,1,08-09-2024,130.83,10022,Canada,Clothing
INV1607,CLO505,Jeans,2,08-09-2024,136.87,10088,Germany,Clothing
INV1608,ELE503,Bluetooth Speaker,2,08-10-2024,158.03,10098,Australia,Electronics
INV1609,GRO395,Organic Honey,4,08-10-2024,192.57,10029,Australia,Groceries
INV1610,ELE933,Headphones,5,08-10-2024,168.42,10016,UK,Electronics
INV1611,ELE686,Bluetooth Speaker,4,08-11-2024,77.44,10061,Canada,Electronics
INV1612,CLO820,Pleated Skirt,4,08-11-2024,177.38,10083,Australia,Clothing
INV1613,GRO338,Green Tea,3,08-11-2024,150.11,10088,USA,Groceries
INV1614,GRO311,Pasta,5,08-12-2024,180.5,10085,USA,Groceries
INV1615,GRO833,Green Tea,4,08-12-2024,76.03,10012,Germany,Groceries
INV1616,GRO884,Organic Honey,2,08/13/2024,188.21,10058,Australia,Groceries
INV1617,ELE197,Smartphone,2,08/13/2024,89.08,10018,UK,Electronics
INV1618,ELE375,Smartphone,2,08/13/2024,61.03,10048,UK,Electronics
INV1619,GRO183,Green Tea,3,08/14/2024,197.21,10099,USA,Groceries
INV1620,GRO209,Pasta,5,08/14/2024,54.18,10011,Canada,Groceries
INV1621,ELE148,Laptop Charger,4,08/14/2024,138.06,10060,Canada,Electronics
INV1622,CLO185,Pleated Skirt,4,08/15/2024,37.92,10018,UK,Clothing
INV1623,GRO401,Pasta,5,08/15/2024,100.91,10075,UK,Groceries
INV1624,ELE211,Smartphone,4,08/15/2024,102.69,10008,USA,Electronics
INV1625,CLO924,Pleated Skirt,2,08/16/2024,63.56,10070,UK,Clothing
INV1626,CLO188,T-Shirt,2,08/16/2024,136.77,10027,USA,Clothing
INV1627,GRO370,Coffee Beans,5,08/17/2024,198,10077,USA,Groceries
INV1628,ELE181,Smartphone,5,08/17/2024,150.91,10094,Canada,Electronics
INV1629,ELE543,Smartphone,1,08/17/2024,173.36,10051,UK,Electronics
INV1630,GRO286,Organic Honey,1,08/18/2024,107.63,10082,Germany,Groceries
INV1631,CLO328,Women's Summer Dress,3,08/18/2024,149.89,10015,Canada,Clothing
INV1632,ELE650,Laptop Charger,1,08/18/2024,150.9,10068,Australia,Electronics
INV1633,ELE152,Laptop Charger,3,08/19/2024,51.55,10098,Germany,Electronics
INV1634,ELE819,Bluetooth Speaker,5,08/19/2024,119.56,10011,USA,Electronics
INV1635,ELE486,Smartphone,3,08/20/2024,74.12,10024,Australia,Electronics
INV1636,GRO354,Green Tea,5,08/20/2024,43.27,10051,USA,Groceries
INV1637,GRO386,Olive Oil,5,08/20/2024,176.07,10084,Canada,Groceries
INV1638,CLO738,T-Shirt,2,08/21/2024,160.59,10099,Canada,Clothing
INV1639,CLO580,Women's Summer Dress,1,08/21/2024,76.73,10052,USA,Clothing
INV1640,ELE830,Bluetooth Speaker,5,08/21/2024,189.49,10022,Australia,Electronics
INV1641,ELE880,Smartphone,5,08/22/2024,98.6,10015,USA,Electronics
INV1642,CLO857,Pleated Skirt,2,08/22/2024,107.46,10056,Germany,Clothing
INV1643,ELE337,Headphones,2,08/22/2024,42.43,10038,Germany,Electronics
INV1644,ELE723,Headphones,1,08/23/2024,107.01,10052,Canada,Electronics
INV1645,GRO279,Olive Oil,2,08/23/2024,156.98,10041,Germany,Groceries
INV1646,GRO516,Organic Honey,1,08/24/2024,93.25,10057,USA,Groceries
INV1647,GRO197,Pasta,1,08/24/2024,73.84,10038,Canada,Groceries
INV1648,CLO171,T-Shirt,3,08/24/2024,42.96,10013,USA,Clothing
INV1649,GRO801,Coffee Beans,3,08/25/2024,152.65,10094,Australia,Groceries
INV1650,GRO580,Olive Oil,2,08/25/2024,138.7,10004,Germany,Groceries
INV1651,GRO713,Coffee Beans,5,08/25/2024,152.39,10034,Australia,Groceries
INV1652,ELE326,Wireless Mouse,3,08/26/2024,75.57,10086,USA,Electronics
INV1653,CLO549,Men's Shirt,3,08/26/2024,131.05,10092,Australia,Clothing
INV1654,CLO283,Men's Shirt,4,08/26/2024,171.14,10074,Germany,Clothing
INV1655,GRO679,Organic Honey,2,08/27/2024,183.46,10017,Canada,Groceries
INV1656,ELE407,Headphones,2,08/27/2024,146.05,10075,USA,Electronics
INV1657,GRO593,Organic Honey,3,08/28/2024,69.26,10008,Australia,Groceries
INV1658,ELE895,Smartphone,1,08/28/2024,26.91,10073,USA,Electronics
INV1659,GRO571,Organic Honey,2,08/28/2024,186.44,10057,Canada,Groceries
INV1660,GRO466,Olive Oil,4,08/29/2024,61.86,10016,Germany,Groceries
